id_chamada;data;nome_fluxo;qtde_rtd_nok;qtde_rtd_ok;qtde_chamadas;tempo_total_rtd;tempo_min_rtd;tempo_max_rtd;tempo_medio_rtd
6e03434a6e;02/03/2023;downgradenbo;0;1;1;3,2139644622802734;3,2139644622802734;3,2139644622802734;3,2139644622802734;
f0e58225e6;02/03/2023;;0;0;1;0;0;0;0;
2a1c78dde8;02/03/2023;migracaolateralnbo;0;1;1;12,763808727264404;12,763808727264404;12,763808727264404;12,763808727264404;
a1c756ce5c;02/03/2023;downgradenbo;0;1;1;10,467562198638916;10,467562198638916;10,467562198638916;10,467562198638916;
84e982286c;02/03/2023;migracaolateralnbo;0;1;1;3,2867910861968994;3,2867910861968994;3,2867910861968994;3,2867910861968994;
2c978c1869;02/03/2023;upgradenbo;0;1;1;2,262242555618286;2,262242555618286;2,262242555618286;2,262242555618286;
d9dd5b2ef6;02/03/2023;upgradenbo;0;1;1;6,351999759674072;6,351999759674072;6,351999759674072;6,351999759674072;
98e3d195a5;02/03/2023;downgradenbo;0;1;1;5,889902591705322;5,889902591705322;5,889902591705322;5,889902591705322;
846c2b8dc9;02/03/2023;downgradenbo;0;1;1;4,73871922492981;4,73871922492981;4,73871922492981;4,73871922492981;
d53a98831e;02/03/2023;;0;0;2;0;0;0;0,0;
da515a5560;02/03/2023;downgradenbo;0;3;1;3,936156988143921;3,936156988143921;3,936156988143921;3,936156988143921;
7872a397f4;02/03/2023;;0;0;1;0;0;0;0;
b5be1cafca;02/03/2023;;0;0;1;0;0;0;0;
d85a3c9443;02/03/2023;;0;0;1;0;0;0;0;
efb3a49459;02/03/2023;downgradenbo;0;4;1;5,735274076461792;5,735274076461792;5,735274076461792;5,735274076461792;
fbf2376890;02/03/2023;;0;0;2;0;0;0;0,0;
f02c52bfb0;02/03/2023;downgradenbo;0;3;1;2,149885416030884;2,149885416030884;2,149885416030884;2,149885416030884;
eae8f80ad9;02/03/2023;migracaolateralnbo;0;1;1;7,296669006347656;7,296669006347656;7,296669006347656;7,296669006347656;
1dfe2240bc;02/03/2023;downgradenbo;0;1;1;6,818677663803101;6,818677663803101;6,818677663803101;6,818677663803101;
8dbcb12d7f;02/03/2023;upgradenbo;0;1;1;2,0412259101867676;2,0412259101867676;2,0412259101867676;2,0412259101867676;
be0d16f096;02/03/2023;migracaolateralnbo;0;1;1;17,121943950653076;17,121943950653076;17,121943950653076;17,121943950653076;
1d84971679;02/03/2023;downgradenbo;0;1;1;2,4529168605804443;2,4529168605804443;2,4529168605804443;2,4529168605804443;
d732037c7a;02/03/2023;migracaolateralnbo;0;1;1;2,1843204498291016;2,1843204498291016;2,1843204498291016;2,1843204498291016;
428014ae51;02/03/2023;upgradenbo;0;1;1;2,9383583068847656;2,9383583068847656;2,9383583068847656;2,9383583068847656;
80803a882c;02/03/2023;downgradenbo;0;1;1;11,926740884780884;11,926740884780884;11,926740884780884;11,926740884780884;
6e96fcf78c;02/03/2023;upgradenbo;0;1;1;2,2848386764526367;2,2848386764526367;2,2848386764526367;2,2848386764526367;
3c5a137d12;02/03/2023;migracaolateralnbo;0;1;1;9,434945821762085;9,434945821762085;9,434945821762085;9,434945821762085;
5c7ae12a8e;02/03/2023;migracaolateralnbo;0;1;1;7,7907493114471436;7,7907493114471436;7,7907493114471436;7,7907493114471436;
59fcc69f1b;02/03/2023;downgradenbo;0;1;1;2,414858102798462;2,414858102798462;2,414858102798462;2,414858102798462;
3bc8ef7553;02/03/2023;migracaolateralnbo;0;1;1;2,4743247032165527;2,4743247032165527;2,4743247032165527;2,4743247032165527;
9dc286e85a;03/03/2023;migracaolateralnbo;0;1;1;9,798662185668945;9,798662185668945;9,798662185668945;9,798662185668945;
b087e2bedd;03/03/2023;downgradenbo;0;1;1;7,656917333602905;7,656917333602905;7,656917333602905;7,656917333602905;
25945f3bda;03/03/2023;;0;0;1;0;0;0;0;
e9b58401c9;03/03/2023;migracaolateralnbo;0;1;1;6,852331876754761;6,852331876754761;6,852331876754761;6,852331876754761;
4643af44ef;03/03/2023;upgradenbo;0;1;1;2,463289260864258;2,463289260864258;2,463289260864258;2,463289260864258;
b6ab73146f;03/03/2023;downgradenbo;0;1;1;14,492976427078247;14,492976427078247;14,492976427078247;14,492976427078247;
54200041a0;03/03/2023;migracaolateralnbo;0;1;1;2,5614678859710693;2,5614678859710693;2,5614678859710693;2,5614678859710693;
927f0af81e;03/03/2023;upgradenbo;0;1;1;8,136714458465576;8,136714458465576;8,136714458465576;8,136714458465576;
bd528368e6;03/03/2023;;0;0;1;0;0;0;0;
00b55148cf;03/03/2023;migracaolateralnbo;0;1;1;2,3397436141967773;2,3397436141967773;2,3397436141967773;2,3397436141967773;
830a91b019;03/03/2023;downgradenbo;0;1;1;2,9578847885131836;2,9578847885131836;2,9578847885131836;2,9578847885131836;
3ac2e27a2c;03/03/2023;migracaolateralnbo;0;1;1;1,9666857719421387;1,9666857719421387;1,9666857719421387;1,9666857719421387;
9dcc90a554;03/03/2023;downgradenbo;0;1;1;2,293095588684082;2,293095588684082;2,293095588684082;2,293095588684082;
7e56c27097;03/03/2023;upgradenbo;0;1;1;2,016381025314331;2,016381025314331;2,016381025314331;2,016381025314331;
f9e18a5c9d;03/03/2023;migracaolateralnbo;0;1;1;4,239241361618042;4,239241361618042;4,239241361618042;4,239241361618042;
2b6ffdd32a;03/03/2023;downgradenbo;0;1;1;2,4479727745056152;2,4479727745056152;2,4479727745056152;2,4479727745056152;
21492c3a3d;03/03/2023;migracaolateralnbo;0;1;1;7,128084659576416;7,128084659576416;7,128084659576416;7,128084659576416;
4dd6547877;03/03/2023;migracaolateralnbo;0;1;1;10,502803325653076;10,502803325653076;10,502803325653076;10,502803325653076;
0c471e9e4e;03/03/2023;upgradenbo;0;1;1;2,916788101196289;2,916788101196289;2,916788101196289;2,916788101196289;
e0edcb72b6;03/03/2023;;0;0;1;0;0;0;0;
0b459e9014;03/03/2023;upgradenbo;0;1;1;10,412362337112427;10,412362337112427;10,412362337112427;10,412362337112427;
85de1d2d2c;03/03/2023;migracaolateralnbo;0;1;1;11,910983324050903;11,910983324050903;11,910983324050903;11,910983324050903;
899357920a;03/03/2023;downgradenbo;0;1;1;5,852938413619995;5,852938413619995;5,852938413619995;5,852938413619995;
55fec97c35;03/03/2023;downgradenbo;0;1;1;2,2910451889038086;2,2910451889038086;2,2910451889038086;2,2910451889038086;
90589032d0;03/03/2023;downgradenbo;0;1;1;7,403071403503418;7,403071403503418;7,403071403503418;7,403071403503418;
07d40ae37f;03/03/2023;downgradenbo;0;1;1;9,905476808547974;9,905476808547974;9,905476808547974;9,905476808547974;
360984b09a;03/03/2023;upgradenbo;0;1;1;5,922501802444458;5,922501802444458;5,922501802444458;5,922501802444458;
7117d46c25;03/03/2023;migracaolateralnbo;0;1;1;2,1988534927368164;2,1988534927368164;2,1988534927368164;2,1988534927368164;
2fca559759;03/03/2023;upgradenbo;0;1;1;2,2200334072113037;2,2200334072113037;2,2200334072113037;2,2200334072113037;
a0a63367ca;03/03/2023;migracaolateralnbo;0;1;1;6,869532108306885;6,869532108306885;6,869532108306885;6,869532108306885;
24eca5b505;03/03/2023;upgradenbo;0;1;1;6,235788583755493;6,235788583755493;6,235788583755493;6,235788583755493;
1a809c1584;03/03/2023;downgradenbo;0;1;1;2,0931689739227295;2,0931689739227295;2,0931689739227295;2,0931689739227295;
bcb180ec1b;03/03/2023;migracaolateralnbo;0;1;1;2,0811965465545654;2,0811965465545654;2,0811965465545654;2,0811965465545654;
d81101dd33;04/03/2023;downgradenbo;0;1;1;11,95292353630066;11,95292353630066;11,95292353630066;11,95292353630066;
61ebeb9841;04/03/2023;migracaolateralnbo;0;1;1;5,799708366394043;5,799708366394043;5,799708366394043;5,799708366394043;
8008cbeb06;04/03/2023;downgradenbo;0;1;1;2,3235561847686768;2,3235561847686768;2,3235561847686768;2,3235561847686768;
07a6e93a5a;04/03/2023;upgradenbo;0;1;1;2,712672233581543;2,712672233581543;2,712672233581543;2,712672233581543;
27dec45eea;04/03/2023;downgradenbo;0;1;1;12,187433958053589;12,187433958053589;12,187433958053589;12,187433958053589;
f077d8d682;04/03/2023;downgradenbo;0;1;1;10,110310077667236;10,110310077667236;10,110310077667236;10,110310077667236;
3ef9097b8b;04/03/2023;migracaolateralnbo;0;1;1;7,0463643074035645;7,0463643074035645;7,0463643074035645;7,0463643074035645;
b8c4a5275e;04/03/2023;downgradenbo;0;1;1;3,2711095809936523;3,2711095809936523;3,2711095809936523;3,2711095809936523;
32a19b350e;04/03/2023;downgradenbo;0;1;1;9,273191213607788;9,273191213607788;9,273191213607788;9,273191213607788;
40d2b0e667;04/03/2023;upgradenbo;0;1;1;2,437412977218628;2,437412977218628;2,437412977218628;2,437412977218628;
67ec957316;04/03/2023;migracaolateralnbo;0;1;1;5,487789630889893;5,487789630889893;5,487789630889893;5,487789630889893;
ac12a33233;04/03/2023;downgradenbo;0;1;1;2,058042049407959;2,058042049407959;2,058042049407959;2,058042049407959;
eced5946b4;05/03/2023;upgradenbo;0;1;1;10,471112966537476;10,471112966537476;10,471112966537476;10,471112966537476;
bfd99289df;05/03/2023;migracaolateralnbo;0;1;1;2,376404285430908;2,376404285430908;2,376404285430908;2,376404285430908;
25b8a156af;05/03/2023;migracaolateralnbo;0;1;1;5,678433895111084;5,678433895111084;5,678433895111084;5,678433895111084;
b8b78f5024;05/03/2023;upgradenbo;0;1;1;6,2051122188568115;6,2051122188568115;6,2051122188568115;6,2051122188568115;
e02e3e65c5;05/03/2023;downgradenbo;0;1;1;6,160650730133057;6,160650730133057;6,160650730133057;6,160650730133057;
3d96cc0fea;06/03/2023;downgradenbo;0;1;1;9,281929731369019;9,281929731369019;9,281929731369019;9,281929731369019;
82d8b9e595;06/03/2023;downgradenbo;0;1;1;2,188075542449951;2,188075542449951;2,188075542449951;2,188075542449951;
da989c005a;06/03/2023;downgradenbo;0;1;1;10,950098752975464;10,950098752975464;10,950098752975464;10,950098752975464;
efcd17c2ec;06/03/2023;upgradenbo;0;1;1;8,02633786201477;8,02633786201477;8,02633786201477;8,02633786201477;
cb612e31d6;06/03/2023;upgradenbo;0;1;1;3,002497434616089;3,002497434616089;3,002497434616089;3,002497434616089;
2f822d6ee3;06/03/2023;upgradenbo;0;1;1;6,311341047286987;6,311341047286987;6,311341047286987;6,311341047286987;
3e5dd4aa8c;06/03/2023;migracaolateralnbo;0;1;1;5,537463188171387;5,537463188171387;5,537463188171387;5,537463188171387;
8f3c8acb57;06/03/2023;downgradenbo;0;1;1;5,018399238586426;5,018399238586426;5,018399238586426;5,018399238586426;
0a4a814ced;06/03/2023;upgradenbo;0;1;1;2,299266815185547;2,299266815185547;2,299266815185547;2,299266815185547;
e8c46768e2;06/03/2023;;0;0;1;0;0;0;0;
946275eea8;06/03/2023;migracaolateralnbo;0;1;1;2,8510053157806396;2,8510053157806396;2,8510053157806396;2,8510053157806396;
82acc6abab;06/03/2023;migracaolateralnbo;0;1;1;10,785992860794067;10,785992860794067;10,785992860794067;10,785992860794067;
ea3c7d24e8;06/03/2023;upgradenbo;0;1;1;2,943189859390259;2,943189859390259;2,943189859390259;2,943189859390259;
8a22ee7041;06/03/2023;downgradenbo;0;1;1;3,093571186065674;3,093571186065674;3,093571186065674;3,093571186065674;
adb3629c95;06/03/2023;upgradenbo;0;1;1;2,791008710861206;2,791008710861206;2,791008710861206;2,791008710861206;
5a117da5ed;06/03/2023;downgradenbo;0;1;1;16,952781200408936;16,952781200408936;16,952781200408936;16,952781200408936;
3ee2ae32cf;06/03/2023;upgradenbo;0;1;1;2,416771173477173;2,416771173477173;2,416771173477173;2,416771173477173;
445d77437e;06/03/2023;migracaolateralnbo;0;1;1;2,2819998264312744;2,2819998264312744;2,2819998264312744;2,2819998264312744;
ca8f179ced;06/03/2023;downgradenbo;0;1;1;8,709381818771362;8,709381818771362;8,709381818771362;8,709381818771362;
92c013ddbb;06/03/2023;migracaolateralnbo;0;1;1;2,5475528240203857;2,5475528240203857;2,5475528240203857;2,5475528240203857;
771fcc49f3;06/03/2023;upgradenbo;0;1;1;9,681939363479614;9,681939363479614;9,681939363479614;9,681939363479614;
1bb2e510a9;06/03/2023;downgradenbo;0;1;1;2,213716983795166;2,213716983795166;2,213716983795166;2,213716983795166;
7ab74fbee3;06/03/2023;migracaolateralnbo;0;1;1;2,2452070713043213;2,2452070713043213;2,2452070713043213;2,2452070713043213;
0d4d5b5ab1;06/03/2023;upgradenbo;0;1;1;11,444404363632202;11,444404363632202;11,444404363632202;11,444404363632202;
c655a28b72;06/03/2023;upgradenbo;0;1;1;7,503586530685425;7,503586530685425;7,503586530685425;7,503586530685425;
c1fc427c95;06/03/2023;downgradenbo;0;1;1;8,68494725227356;8,68494725227356;8,68494725227356;8,68494725227356;
69db5bb7ee;06/03/2023;downgradenbo;0;1;1;7,548717498779297;7,548717498779297;7,548717498779297;7,548717498779297;
71e4c40389;06/03/2023;migracaolateralnbo;0;1;1;7,528378486633301;7,528378486633301;7,528378486633301;7,528378486633301;
c350828a8f;06/03/2023;upgradenbo;0;1;1;12,486599206924438;12,486599206924438;12,486599206924438;12,486599206924438;
755b083cd3;06/03/2023;downgradenbo;0;1;1;16,702197790145874;16,702197790145874;16,702197790145874;16,702197790145874;
98449fdb74;06/03/2023;upgradenbo;0;1;1;5,789831638336182;5,789831638336182;5,789831638336182;5,789831638336182;
bfdd27cddf;06/03/2023;upgradenbo;0;1;1;9,165709733963013;9,165709733963013;9,165709733963013;9,165709733963013;
012d4f1ed5;06/03/2023;;0;0;1;0;0;0;0;
d5f9a7b7b8;06/03/2023;;0;0;1;0;0;0;0;
fe2363d690;06/03/2023;migracaolateralnbo;0;1;1;11,856423377990723;11,856423377990723;11,856423377990723;11,856423377990723;
d4cda5c6cf;06/03/2023;migracaolateralnbo;0;1;1;2,1313605308532715;2,1313605308532715;2,1313605308532715;2,1313605308532715;
ec303f480a;06/03/2023;downgradenbo;0;1;1;2,210225820541382;2,210225820541382;2,210225820541382;2,210225820541382;
43ae325e6d;07/03/2023;upgradenbo;0;1;1;10,665757417678833;10,665757417678833;10,665757417678833;10,665757417678833;
fef051caee;07/03/2023;migracaolateralnbo;0;1;1;2,2928359508514404;2,2928359508514404;2,2928359508514404;2,2928359508514404;
003cbe3839;07/03/2023;upgradenbo;0;1;1;12,503803730010986;12,503803730010986;12,503803730010986;12,503803730010986;
f3b8cc70e0;07/03/2023;migracaolateralnbo;0;1;1;2,361426830291748;2,361426830291748;2,361426830291748;2,361426830291748;
6f15553fc6;07/03/2023;upgradenbo;0;1;1;3,183748722076416;3,183748722076416;3,183748722076416;3,183748722076416;
f8fb71897a;07/03/2023;upgradenbo;0;1;1;10,900615215301514;10,900615215301514;10,900615215301514;10,900615215301514;
edc3782d13;07/03/2023;downgradenbo;0;1;1;10,301796436309814;10,301796436309814;10,301796436309814;10,301796436309814;
cb418d6692;07/03/2023;upgradenbo;0;1;1;2,286890745162964;2,286890745162964;2,286890745162964;2,286890745162964;
11b1e82a60;07/03/2023;upgradenbo;0;1;1;7,821661472320557;7,821661472320557;7,821661472320557;7,821661472320557;
c298e38ec6;07/03/2023;downgradenbo;0;1;1;7,884073257446289;7,884073257446289;7,884073257446289;7,884073257446289;
95a0d2e736;07/03/2023;migracaolateralnbo;0;1;1;6,556336402893066;6,556336402893066;6,556336402893066;6,556336402893066;
8a421982b9;07/03/2023;upgradenbo;0;1;1;2,16068959236145;2,16068959236145;2,16068959236145;2,16068959236145;
cb21fe45e4;07/03/2023;migracaolateralnbo;0;1;1;8,25815463066101;8,25815463066101;8,25815463066101;8,25815463066101;
969a297d5a;07/03/2023;migracaolateralnbo;0;1;1;2,3401520252227783;2,3401520252227783;2,3401520252227783;2,3401520252227783;
13b2b67252;07/03/2023;upgradenbo;0;1;1;10,103623867034912;10,103623867034912;10,103623867034912;10,103623867034912;
1d7446508a;07/03/2023;upgradenbo;0;1;1;6,386338233947754;6,386338233947754;6,386338233947754;6,386338233947754;
77b958b139;07/03/2023;downgradenbo;0;1;1;6,889539480209351;6,889539480209351;6,889539480209351;6,889539480209351;
1b707e649d;07/03/2023;migracaolateralnbo;0;1;1;2,4115407466888428;2,4115407466888428;2,4115407466888428;2,4115407466888428;
7045acf1b3;07/03/2023;migracaolateralnbo;0;1;1;10,586795806884766;10,586795806884766;10,586795806884766;10,586795806884766;
4b29bba9d0;07/03/2023;downgradenbo;0;1;1;2,3639137744903564;2,3639137744903564;2,3639137744903564;2,3639137744903564;
2b857b8749;07/03/2023;upgradenbo;0;1;1;8,491679906845093;8,491679906845093;8,491679906845093;8,491679906845093;
500b734709;08/03/2023;downgradenbo;0;1;1;6,833719253540039;6,833719253540039;6,833719253540039;6,833719253540039;
9f3de2e49c;08/03/2023;migracaolateralnbo;0;1;1;2,68833589553833;2,68833589553833;2,68833589553833;2,68833589553833;
764ffae52c;08/03/2023;migracaolateralnbo;0;1;1;9,506330966949463;9,506330966949463;9,506330966949463;9,506330966949463;
b29912190f;08/03/2023;downgradenbo;0;1;1;14,760648727416992;14,760648727416992;14,760648727416992;14,760648727416992;
6f65ed88cf;08/03/2023;upgradenbo;0;1;1;2,5504047870635986;2,5504047870635986;2,5504047870635986;2,5504047870635986;
efd25098fe;08/03/2023;downgradenbo;0;1;1;2,1522207260131836;2,1522207260131836;2,1522207260131836;2,1522207260131836;
35b26bfebc;08/03/2023;;0;0;1;0;0;0;0;
51eaaeadeb;08/03/2023;upgradenbo;0;1;1;2,252366542816162;2,252366542816162;2,252366542816162;2,252366542816162;
9df583d2c2;08/03/2023;downgradenbo;0;1;1;6,393593788146973;6,393593788146973;6,393593788146973;6,393593788146973;
47bf5bf1e4;08/03/2023;downgradenbo;0;1;1;7,678814649581909;7,678814649581909;7,678814649581909;7,678814649581909;
9c6f2c2921;08/03/2023;migracaolateralnbo;0;1;1;3,5143063068389893;3,5143063068389893;3,5143063068389893;3,5143063068389893;
bfaef1d07e;08/03/2023;downgradenbo;0;1;1;5,6521992683410645;5,6521992683410645;5,6521992683410645;5,6521992683410645;
7c694f8e3c;08/03/2023;upgradenbo;0;1;1;10,958150863647461;10,958150863647461;10,958150863647461;10,958150863647461;
